Δx_g (m),Δx_d (m),Δx_avant (m),V_g (km/h),V_d (km/h)
inf,inf,inf,nan,nan
inf,inf,inf,nan,nan
inf,2.5695648193359375,inf,inf,inf
0.9092273712158203,2.5695648193359375,inf,2.1698312759399414,2.1698312759399414
0.9092273712158203,2.5695648193359375,inf,2.1698312759399414,2.1698312759399414
0.9092273712158203,2.5695648193359375,3.9475691318511963,2.1698312759399414,2.1698312759399414
0.9137547016143799,2.5695648193359375,3.9475691318511963,2.172094941139221,2.172094941139221
0.9137547016143799,3.2116920948028564,3.9475691318511963,1.8510313034057617,1.8510313034057617
0.9137547016143799,3.2116920948028564,3.963327169418335,1.8510313034057617,1.8510313034057617
0.9137547016143799,3.2116920948028564,3.963327169418335,1.8510313034057617,1.8510313034057617
0.9137547016143799,2.5807530879974365,3.963327169418335,2.1665008068084717,2.1665008068084717
1.496902585029602,2.5807530879974365,3.963327169418335,2.4580747485160828,2.4580747485160828
